uniprot	gene_symbol
Q6N021	TET2
Q6N022	TENM4
Q6N063	OGFOD2
Q6N069	NAA16
Q6N075	SLC61A1
Q6NS38	ALKBH2
Q6NSI3	FAM53A
Q6NSI8	SANBR
Q6NSJ0	MYORG
Q6NSJ2	PHLDB3
Q6NSJ5	LRRC8E
Q6NSZ9	ZSCAN25
Q6NT04	TIGD7
Q6NT16	SLC18B1
Q6NT32	CES5A
Q6NT55	CYP4F22
Q6NT76	HMBOX1
Q6NT89	TRNP1
Q6NTE8	MRNIP
Q6NTF7	APOBEC3H
Q6NTF9	RHBDD2
Q6NUI2	GPAT2
Q6NUI6	CHADL
Q6NUJ1	PSAPL1
Q6NUJ5	PWWP2B
Q6NUK1	SLC25A24
Q6NUK4	REEP3
Q6NUM6	TYW1B
Q6NUM9	RETSAT
Q6NUN0	ACSM5
Q6NUN7	JHY
Q6NUN9	ZNF746
Q6NUP7	PPP4R4
Q6NUQ1	RINT1
Q6NUQ4	TMEM214
Q6NUS6	TCTN3
Q6NUS8	UGT3A1
Q6NUT2	DPY19L2
Q6NUT3	MFSD12
Q6NV74	CRACDL
Q6NVU6	UFSP1
Q6NVV3	NIPAL1
Q6NVY1	HIBCH
Q6NW34	RMP64
Q6NW40	RGMB
Q6NWY9	PRPF40B
Q6NX45	ZNF774
Q6NX49	ZNF544
Q6NXE6	ARMC6
Q6NXG1	ESRP1
Q6NXP2	GARIN1A
Q6NXR4	TTI2
Q6NXS1	PPP1R2B
Q6NXT2	H3-5
Q6NXT4	SLC30A6
Q6NXT6	TAPT1
Q6NY19	KANK3
Q6NYC1	JMJD6
Q6NYC8	PPP1R18
Q6NZ36	FAAP20
Q6NZ63	STEAP1B
Q6NZ67	MZT2B
Q6NZI2	CAVIN1
Q6NZY7	CDC42EP5
Q6P047	C8ORF74
Q6P050	FBXL22
Q6P087	RPUSD3
Q6P093	AADACL2
Q6P0A1	FAM180B
Q6P0N0	MIS18BP1
Q6P0Q8	MAST2
Q6P158	DHX57
Q6P161	MRPL54
Q6P179	ERAP2
Q6P1A2	LPCAT3
Q6P1J6	PLB1
Q6P1K1	SLC48A1
Q6P1K2	PMF1
Q6P1L5	FAM117B
Q6P1L6	ZNF343
Q6P1L8	MRPL14
Q6P1M0	SLC27A4
Q6P1M3	LLGL2
Q6P1M9	ARMCX5
Q6P1N0	CC2D1A
Q6P1N9	TATDN1
Q6P1Q0	LETMD1
Q6P1Q9	METTL2B
Q6P1R3	MSANTD2
Q6P1R4	DUS1L
Q6P1S2	C3ORF33
Q6P1X5	TAF2
Q6P280	ZNF529
Q6P2C8	MED27
Q6P2D0	ZFP1
Q6P2H3	CEP85
Q6P2H8	TMEM53
Q6P2I3	FAHD2B
Q6P2I7	EBLN2
Q6P2M8	PNCK
Q6P2P2	PRMT9
Q6P3R8	NEK5
Q6P3S1	DENND1B
Q6P3S6	FBXO42
Q6P3V2	ZNF585A
Q6P3W2	DNAJC24
Q6P3W6	NBPF10
Q6P3W7	SCYL2
Q6P3X3	TTC27
Q6P3X8	PGBD2
Q6P444	MTFR2
Q6P461	ACSM6
Q6P499	NIPAL3
Q6P4A7	SFXN4
Q6P4A8	PLBD1
Q6P4D5	PABIR3
Q6P4E1	GOLM2
Q6P4F1	POFUT3
Q6P4F2	FDX2
Q6P4F7	ARHGAP11A
Q6P4H8	ATPSCKMT
Q6P4I2	WDR73
Q6P4Q7	CNNM4
Q6P531	GGT6
Q6P582	MZT2A
Q6P587	FAHD1
Q6P589	TNFAIP8L2
Q6P597	KLC3
Q6P5Q4	LMOD2
Q6P5R6	RPL22L1
Q6P5S7	RNASEK
Q6P5W5	SLC39A4
Q6P5X5	C22ORF39
Q6P5Z2	PKN3
Q6P656	CFAP161
Q6P6B1	ERICH5
Q6P6B7	ANKRD16
Q6P6C2	ALKBH5
Q6P7N7	TMEM81
Q6P988	NOTUM
Q6P995	FAM171B
Q6P996	PDXDC1
Q6P9A1	ZNF530
Q6P9A2	GALNT18
Q6P9A3	ZNF549
Q6P9B9	INTS5
Q6P9F5	TRIM40
Q6P9F7	LRRC8B
Q6P9G4	TMEM154
Q6P9G9	ZNF449
Q6P9H4	CNKSR3
Q6P9H5	GIMAP6
Q6PCB0	VWA1
Q6PCB5	RSBN1L
Q6PCB6	ABHD17C
Q6PCB7	SLC27A1
Q6PCB8	EMB
Q6PCD5	RFWD3
Q6PCE3	PGM2L1
Q6PCT2	FBXL19
Q6PD62	CTR9
Q6PD74	AAGAB
Q6PDB4	ZNF880
Q6PEV8	FAM199X
Q6PEW1	ZCCHC12
Q6PEY1	TMEM88
Q6PEY2	TUBA3E
Q6PEZ8	PODNL1
Q6PF04	ZNF613
Q6PF06	TRMT10B
Q6PF15	KLHL35
Q6PF18	MORN3
Q6PFW1	PPIP5K1
Q6PG37	ZNF790
Q6PGN9	PSRC1
Q6PGQ1	DRICH1
Q6PGQ7	BORA
Q6PH81	C16ORF87
Q6PH85	DCUN1D2
Q6PHR2	ULK3
Q6PI25	CNIH2
Q6PI26	SHQ1
Q6PI47	KCTD18
Q6PI48	DARS2
Q6PI73	LILRA6
Q6PI77	GPRASP3
Q6PI78	TMEM65
Q6PI98	INO80C
Q6PID6	TTC33
Q6PID8	KLHDC10
Q6PIF2	SYCE2
Q6PIF6	MYO7B
Q6PII5	HAGHL
Q6PIL6	KCNIP4
Q6PIS1	SLC23A3
Q6PIU1	KCNV1
Q6PIV7	SLC25A34
Q6PIW4	FIGNL1
Q6PIY7	TENT2
Q6PIZ9	TRAT1
Q6PJ21	SPSB3
Q6PJ61	FBXO46
Q6PJ69	TRIM65
Q6PJE2	POMZP3
Q6PJF5	RHBDF2
Q6PJG2	MIDEAS
Q6PJG6	BRAT1
Q6PJG9	LRFN4
Q6PJI9	WDR59
Q6PJP8	DCLRE1A
Q6PJT7	ZC3H14
Q6PJW8	CNST
Q6PK04	CCDC137
Q6PK81	ZNF773
Q6PKC3	TXNDC11
Q6PKG0	LARP1
Q6PKH6	DHRS4L2
Q6PKX4	DOK6
Q6PL18	ATAD2
Q6PL45	BRICD5
Q6PML9	SLC30A9
Q6PP77	XKRX
Q6PUV4	CPLX2
Q6PXP3	SLC2A7
Q6Q0C1	SLC25A47
Q6Q4G3	LVRN
Q6Q6R5	CRIP3
Q6Q759	SPAG17
Q6QAJ8	TMEM220
Q6QEF8	CORO6
Q6QHC5	DEGS2
Q6QHF9	PAOX
Q6QNK2	ADGRD1
Q6QNY0	BLOC1S3
Q6QNY1	BLOC1S2
Q6R2W3	SCAND3
Q6R6M4	USP17L2
Q6RFH5	WDR74
Q6RI45	BRWD3
Q6RSH7	VHLL
Q6RW13	AGTRAP
Q6S5L8	SHC4
Q6SA08	TSSK4
Q6SJ93	FAM111B
Q6SJ96	TBPL2
Q6STE5	SMARCD3
Q6SZW1	SARM1
Q6T310	RASL11A
Q6T311	ARL9
Q6T4R5	NHS
Q6TDP4	KLHL17
Q6TFL3	CCDC171
Q6TGC4	PADI6
Q6U841	SLC4A10
Q6UB28	METAP1D
Q6UB35	MTHFD1L
Q6UB98	ANKRD12
Q6UB99	ANKRD11
Q6UE05	TMEM270
Q6ULP2	AFTPH
Q6UN15	FIP1L1
Q6UUV7	CRTC3
Q6UUV9	CRTC1
Q6UVJ0	SASS6
Q6UVK1	CSPG4
Q6UVM3	KCNT2
Q6UW01	CBLN3
Q6UW10	SFTA2
Q6UW15	REG3G
Q6UW32	IGFL1
Q6UW49	SPESP1
Q6UW56	ATRAID
Q6UW60	PCSK4
Q6UW63	POGLUT2
Q6UW68	TMEM205
Q6UW78	UQCC3
Q6UWB1	IL27RA
Q6UWB4	PRSS55
Q6UWD8	C16ORF54
Q6UWE0	LRSAM1
Q6UWF3	SCIMP
Q6UWF7	NXPE4
Q6UWF9	FAM180A
Q6UWH4	GASK1B
Q6UWI2	PARM1
Q6UWI4	SHISA2
Q6UWJ1	SLC9D1
Q6UWJ8	CD164L2
Q6UWK7	GPR15LG
Q6UWL2	SUSD1
Q6UWM5	GLIPR1L1
Q6UWM7	LCTL
Q6UWM9	UGT2A3
Q6UWN0	LYPD4
Q6UWN5	LYPD5
Q6UWP2	DHRS11
Q6UWP7	LCLAT1
Q6UWP8	SBSN
Q6UWQ7	IGFL2
Q6UWR7	ENPP6
Q6UWS5	PET117
Q6UWT2	ENHO
Q6UWT4	C5ORF46
Q6UWU2	GLB1L
Q6UWU4	C6ORF89
Q6UWV2	MPZL3
Q6UWV6	ENPP7
Q6UWV7	SHISAL2A
Q6UWW0	LCN15
Q6UWW8	CES3
Q6UWY0	ARSK
Q6UWY2	PRSS57
Q6UWY5	OLFML1
Q6UWZ7	ABRAXAS1
Q6UX01	LMBR1L
Q6UX04	CWC27
Q6UX06	OLFM4
Q6UX07	DHRS13
Q6UX15	LAYN
Q6UX27	VSTM1
Q6UX41	BTNL8
Q6UX46	ALKAL2
Q6UX52	C17ORF99
Q6UX53	TMT1B
Q6UX65	DRAM2
Q6UX71	PLXDC2
Q6UX72	B3GNT9
Q6UX73	C16ORF89
Q6UX82	LYPD8
Q6UX98	ZDHHC24
Q6UXA7	C6ORF15
Q6UXB0	FAM131A
Q6UXB1	IGFL3
Q6UXB2	CXCL17
Q6UXB8	PI16
Q6UXC1	MAMDC4
Q6UXD1	HRCT1
Q6UXD5	SEZ6L2
Q6UXD7	SLC49A3
Q6UXE8	BTNL3
Q6UXF1	TMEM108
Q6UXF7	CLEC18B
Q6UXG2	ELAPOR1
Q6UXG3	CD300LG
Q6UXG8	BTNL9
Q6UXH8	CCBE1
Q6UXH9	PAMR1
Q6UXI7	VIT
Q6UXI9	NPNT
Q6UXK2	ISLR2
Q6UXK5	LRRN1
Q6UXL0	IL20RB
Q6UXM1	LRIG3
Q6UXN7	TOMM20L
Q6UXN8	CLEC9A
Q6UXN9	WDR82
Q6UXP7	FAM151B
Q6UXS9	CASP12
Q6UXT8	ALKAL1
Q6UXT9	ABHD15
Q6UXU4	GSG1L
Q6UXU6	TMEM92
Q6UXV1	IZUMO2
Q6UXX5	ITIH6
Q6UXX9	RSPO2
Q6UXY1	BAIAP2L2
Q6UXY8	TMC5
Q6UXZ0	TMIGD1
Q6UXZ4	UNC5D
Q6UY01	LRRC31
Q6UY09	CEACAM20
Q6UY11	DLK2
Q6UY14	ADAMTSL4
Q6UY18	LINGO4
Q6UYE1	DLEU7
Q6V0I7	FAT4
Q6V1P9	DCHS2
Q6V1X1	DPP8
Q6V9R5	ZNF562
Q6VAB6	KSR2
Q6VMQ6	ATF7IP
Q6VN20	RANBP10
Q6VUC0	TFAP2E
Q6VVX0	CYP2R1
Q6VY07	PACS1
Q6W2J9	BCOR
Q6W3E5	GDPD4
Q6W4X9	MUC6
Q6W5P4	NPSR1
Q6WBX8	RAD9B
Q6WCQ1	MPRIP
Q6WKZ4	RAB11FIP1
Q6WN34	CHRDL2
Q6WRI0	IGSF10
Q6WRX3	ZYG11A
Q6X4U4	SOSTDC1
Q6X4W1	NSMF
Q6XE24	RBMS3
Q6XPS3	TPTE2
Q6XQN6	NAPRT
Q6XR72	SLC30A10
Q6XUX3	DSTYK
Q6XYB7	LBX2
Q6XYQ8	SYT10
Q6XZB0	LIPI
Q6XZF7	DNMBP
Q6Y1H2	HACD2
Q6Y288	B3GLCT
Q6Y2X3	DNAJC14
Q6Y7W6	GIGYF2
Q6YBV0	SLC36A4
Q6YFQ2	COX6B2
Q6YHK3	CD109
Q6YHU6	THADA
Q6YN16	HSDL2
Q6YP21	KYAT3
Q6ZMB0	B3GNT6
Q6ZMB5	TMEM184A
Q6ZMC9	SIGLEC15
Q6ZMD2	SPNS3
Q6ZMG9	CERS6
Q6ZMH5	SLC39A5
Q6ZMI0	PPP1R21
Q6ZMI3	GLDN
Q6ZMJ2	SCARA5
Q6ZMJ4	IL34
Q6ZMN7	PDZRN4
Q6ZMN8	CCNI2
Q6ZMP0	THSD4
Q6ZMQ8	AATK
Q6ZMR3	LDHAL6A
Q6ZMS4	ZNF852
Q6ZMS7	ZNF783
Q6ZMT1	STAC2
Q6ZMT4	KDM7A
Q6ZMT9	DTHD1
Q6ZMU5	TRIM72
Q6ZMV5	PPP4R3C
Q6ZMV7	LEKR1
Q6ZMV8	ZNF730
Q6ZMV9	KIF6
Q6ZMW2	ZNF782
Q6ZMW3	EML6
Q6ZMY3	SPOCD1
Q6ZMY6	WDR88
Q6ZMY9	ZNF517
Q6ZMZ0	RNF19B
Q6ZMZ3	SYNE3
Q6ZN01	MAMSTR
Q6ZN04	MEX3B
Q6ZN06	ZNF813
Q6ZN08	ZNF66
Q6ZN11	ZNF793
Q6ZN16	MAP3K15
Q6ZN18	AEBP2
Q6ZN19	ZNF841
Q6ZN28	MACC1
Q6ZN30	BNC2
Q6ZN32	ETV3L
Q6ZN44	UNC5A
Q6ZN54	DEF8
Q6ZN55	ZNF574
Q6ZN57	ZFP2
Q6ZN66	GBP6
Q6ZN84	CCDC81
Q6ZNA1	ZNF836
Q6ZNA4	RNF111
Q6ZNA5	FRRS1
Q6ZNB6	NFXL1
Q6ZNB7	AGMO
Q6ZNC4	ZNF704
Q6ZNC8	MBOAT1
Q6ZNE5	ATG14
Q6ZNE9	RUFY4
Q6ZNG0	ZNF620
Q6ZNG1	ZNF600
Q6ZNG9	KRABD2
Q6ZNH5	ZNF497
Q6ZNI0	GCNT7
Q6ZNJ1	NBEAL2
Q6ZNK6	TIFAB
Q6ZNL6	FGD5
Q6ZNM6	SPMIP10
Q6ZNQ3	LRRC69
Q6ZNR0	TMEM91
Q6ZNW5	GDPGP1
Q6ZP01	RBM44
Q6ZP65	BICDL1
Q6ZP80	TMEM182
Q6ZP82	CCDC141
Q6ZPD9	DPY19L3
Q6ZQN5	FOXI2
Q6ZQN7	SLCO4C1
Q6ZQW0	IDO2
Q6ZQX7	LIAT1
Q6ZR08	DNAH12
Q6ZR37	PLEKHG7
Q6ZR52	ZNF493
Q6ZRC1	C4ORF50
Q6ZRF8	RNF207
Q6ZRH7	CATSPERG
Q6ZRI0	OTOG
Q6ZRI8	ARHGAP36
Q6ZRP7	QSOX2
Q6ZRQ5	MMS22L
Q6ZRR7	LRRC9
Q6ZRS2	SRCAP
Q6ZRS4	ITPRID1
Q6ZRV2	FAM83H
Q6ZRY4	RBPMS2
Q6ZS10	CLEC17A
Q6ZS11	RINL
Q6ZS17	RIPOR1
Q6ZS27	ZNF662
Q6ZS30	NBEAL1
Q6ZS72	PEAK3
Q6ZS81	WDFY4
Q6ZS86	GK5
Q6ZSA7	LRRC55
Q6ZSB9	ZBTB49
Q6ZSC3	RBM43
Q6ZSG1	ARK2C
Q6ZSG2	INSYN2A
Q6ZSI9	CAPN12
Q6ZSJ9	SHISA6
Q6ZSM3	SLC16A12
Q6ZSS3	ZNF621
Q6ZSS7	MFSD6
Q6ZSZ5	ARHGEF18
Q6ZSZ6	TSHZ1
Q6ZT07	TBC1D9
Q6ZT21	TMPPE
Q6ZT52	FAM43B
Q6ZT89	SLC25A48
Q6ZT98	TTLL7
Q6ZTA4	TRIM67
Q6ZTI6	RFLNA
Q6ZTN6	ANKRD13D
Q6ZTQ3	RASSF6
Q6ZTQ4	CDHR3
Q6ZTW0	TPGS1
Q6ZTZ1	MSANTD1
Q6ZU15	SEPTIN14
Q6ZU35	CRACD
Q6ZU64	CFAP65
Q6ZU65	UBN2
Q6ZU67	BEND4
Q6ZU80	CEP128
Q6ZUI0	TPRG1
Q6ZUJ8	PIK3AP1
Q6ZUM4	ARHGAP27
Q6ZUS5	CCDC121
Q6ZUS6	CCDC149
Q6ZUT1	NKAPD1
Q6ZUT3	FRMD7
Q6ZUT6	CCDC9B
Q6ZUT9	DENND5B
Q6ZUX3	TOGARAM2
Q6ZUX7	LHFPL2
Q6ZV29	PNPLA7
Q6ZV50	RFX8
Q6ZV70	LANCL3
Q6ZV73	FGD6
Q6ZV89	SH2D5
Q6ZVC0	NYAP1
Q6ZVD7	STOX1
Q6ZVD8	PHLPP2
Q6ZVE7	GOLT1A
Q6ZVF9	GPRIN3
Q6ZVH7	ESPNL
Q6ZVK1	TMEM179
Q6ZVK8	NUDT18
Q6ZVM7	TOM1L2
Q6ZVN7	SEM1
Q6ZVN8	HJV
Q6ZVT0	TTLL10
Q6ZVT6	CFAP20DC
Q6ZVW7	IL17REL
Q6ZVX7	NCCRP1
Q6ZVX9	PAQR9
Q6ZW05	PTCHD4
Q6ZW13	C16ORF86
Q6ZW31	SYDE1
Q6ZW49	PAXIP1
Q6ZW61	BBS12
Q6ZW76	ANKS3
Q6ZWB6	KCTD8
Q6ZWE6	PLEKHM3
Q6ZWH5	NEK10
Q6ZWJ1	STXBP4
Q6ZWJ8	KCP
Q6ZWK4	RHEX
Q6ZWL3	CYP4V2
Q6ZWT7	MBOAT2
Q6ZXV5	TMTC3
Q6ZYL4	GTF2H5
Q702N8	XIRP1
Q709C8	VPS13C
Q709F0	ACAD11
Q70CQ1	USP49
Q70CQ2	USP34
Q70CQ3	USP30
Q70CQ4	USP31
Q70E73	RAPH1
Q70EK8	USP53
Q70EK9	USP51
Q70EL1	USP54
Q70EL2	USP45
Q70EL3	USP50
Q70EL4	USP43
Q70HW3	SLC25A26
Q70IA6	MOB2
Q70IA8	MOB3C
Q70JA7	CHSY3
Q70SY1	CREB3L2
Q70UQ0	IKBIP
Q70YC5	ZNF365
Q70Z35	PREX2
Q712K3	UBE2R2
Q717R9	CYS1
Q719H9	KCTD1
Q71DI3	H3C15; H3C14; H3C13
Q71F23	CENPU
Q71F56	MED13L
Q71H61	ILDR2
Q71RC2	LARP4
Q71RC9	SMIM5
Q71RG4	TMUB2
Q71RH2	TLCD3B
Q71SY5	MED25
Q71U36	TUBA1A
Q71UI9	H2AZ2
Q71UM5	RPS27L
Q75N03	CBLL1
Q75N90	FBN3
Q75QN2	INTS8
Q75T13	PGAP1
Q75V66	ANO5
Q75VX8	GAREM2
Q75WM6	H1-7
Q765I0	UTS2B
Q765P7	MTSS2
Q76B58	BRINP3
Q76EJ3	SLC35D2
Q76FK4	NOL8
Q76G19	PDZD4
Q76I76	SSH2
Q76KD6	SPATC1
Q76KP1	B4GALNT4
Q76L83	ASXL2
Q76LX8	ADAMTS13
Q76M96	CCDC80
Q76MJ5	ERN2
Q76N89	HECW1
Q76NI1	KNDC1
Q7KZF4	SND1
Q7KZI7	MARK2
Q7KZN9	COX15
Q7L014	DDX46
Q7L0J3	SV2A
Q7L0Q8	RHOU
Q7L0R7	RNF44
Q7L0X0	TRIL
Q7L0Y3	TRMT10C
Q7L1I2	SV2B
Q7L1Q6	BZW1
Q7L1S5	CHST9
Q7L1T6	CYB5R4
Q7L1V2	MON1B
Q7L1W4	LRRC8D
Q7L211	ABHD13
Q7L266	ASRGL1
Q7L273	KCTD9
Q7L2E3	DHX30
Q7L2H7	EIF3M
Q7L2J0	MEPCE
Q7L2K0	TEDC2
Q7L2R6	ZNF765
Q7L2Z9	CENPQ
Q7L311	ARMCX2
Q7L3B6	CDC37L1
Q7L3S4	ZNF771
Q7L3T8	PARS2
Q7L3V2	RTL10
Q7L4E1	MIGA2
Q7L4P6	BEND5
Q7L4S7	ARMCX6
Q7L513	FCRLA
Q7L523	RRAGA
Q7L576	CYFIP1
Q7L590	MCM10
Q7L591	DOK3
Q7L592	NDUFAF7
Q7L5A3	ATOSB
Q7L5A8	FA2H
Q7L5D6	GET4
Q7L5L3	GDPD3
Q7L5N1	COPS6
Q7L5N7	LPCAT2
Q7L5Y1	ENOSF1
Q7L5Y9	MAEA
Q7L622	G2E3
Q7L775	EPM2AIP1
Q7L7L0	H2AC25
Q7L7V1	DHX32
Q7L7X3	TAOK1
Q7L804	RAB11FIP2
Q7L8C5	SYT13
Q7L8J4	SH3BP5L
Q7L8L6	FASTKD5
Q7L8W6	DPH6
Q7L945	ZNF627
Q7L9B9	EEPD1
Q7L9L4	MOB1B
Q7LBC6	KDM3B
Q7LBE3	SLC26A9
Q7LBR1	CHMP1B
Q7LC44	ARC
Q7LDG7	RASGRP2
Q7LFL8	CXXC5
Q7LFX5	CHST15
Q7LG56	RRM2B
Q7LGA3	HS2ST1
Q7LGC8	CHST3
Q7M4L6	SHF
Q7RTM1	OTOP1
Q7RTN6	STRADA
Q7RTP0	NIPA1
Q7RTP6	MICAL3
Q7RTR2	NLRC3
Q7RTS1	BHLHA15
Q7RTS5	OTOP3
Q7RTS6	OTOP2
Q7RTT9	SLC29A4
Q7RTU0	TCF24
Q7RTU1	TCF23
Q7RTU4	BHLHA9
Q7RTU7	SCX
Q7RTU9	STRC
Q7RTV0	PHF5A
Q7RTV2	GSTA5
Q7RTV3	ZNF367
Q7RTV5	PRXL2C
Q7RTW8	OTOA
Q7RTX1	TAS1R1
Q7RTX9	SLC16A14
Q7RTY0	SLC16A13
Q7RTY1	SLC16A9
Q7RTY8	TMPRSS7
Q7RTZ2	USP17L1
Q7Z2D5	PLPPR4
Q7Z2E3	APTX
Q7Z2F6	KRABD5
Q7Z2H8	SLC36A1
Q7Z2K8	GPRIN1
Q7Z2T5	TRMT1L
Q7Z2W4	ZC3HAV1
Q7Z2W7	TRPM8
Q7Z2W9	MRPL21
Q7Z2X4	PID1
Q7Z2Y5	NRK
Q7Z2Z1	TICRR
Q7Z2Z2	EFL1
Q7Z304	MAMDC2
Q7Z309	PABIR2
Q7Z333	SETX
Q7Z340	ZNF551
Q7Z353	HDX
Q7Z388	DPY19L4
Q7Z392	TRAPPC11
Q7Z398	ZNF550
Q7Z3B0	SMIM15
Q7Z3B1	NEGR1
Q7Z3B3	KANSL1
Q7Z3B4	NUP54
Q7Z3C6	ATG9A
Q7Z3D4	LYSMD3
Q7Z3D6	DGLUCY
Q7Z3E1	TIPARP
Q7Z3E2	CCDC186
Q7Z3E5	ARMC9
Q7Z3F1	GPR155
Q7Z3G6	PRICKLE2
Q7Z3H4	SAMD7
Q7Z3I7	ZNF572
Q7Z3J2	VPS35L
Q7Z3J3	RGPD4
Q7Z3K6	MIER3
Q7Z3Q1	SLC46A3
Q7Z3S7	CACNA2D4
Q7Z3S9	NOTCH2NLA
Q7Z3T1	OR2W3
Q7Z3T8	ZFYVE16
Q7Z3U7	MON2
Q7Z3V4	UBE3B
Q7Z3V5	ZNF571
Q7Z3Z4	PIWIL4
Q7Z401	DENND4A
Q7Z402	TMC7
Q7Z403	TMC6
Q7Z406	MYH14
Q7Z407	CSMD3
Q7Z408	CSMD2
Q7Z410	TMPRSS9
Q7Z412	PEX26
Q7Z417	NUFIP2
Q7Z419	RNF144B
Q7Z422	SZRD1
Q7Z429	GRINA
Q7Z434	MAVS
Q7Z442	PKD1L2
Q7Z443	PKD1L3
Q7Z444	ERAS
Q7Z449	CYP2U1
Q7Z460	CLASP1
Q7Z465	BNIPL
Q7Z478	DHX29
Q7Z4F1	LRP10
Q7Z4G1	COMMD6
Q7Z4G4	TRMT11
Q7Z4H3	HDDC2
Q7Z4H4	ADM2
Q7Z4H7	HAUS6
Q7Z4H8	POGLUT3
Q7Z4H9	FAM220A
Q7Z4I7	LIMS2
Q7Z4K8	TRIM46
Q7Z4L5	TTC21B
Q7Z4N2	TRPM1
Q7Z4N8	P4HA3
Q7Z4P5	GDF7
Q7Z4Q2	HEATR3
Q7Z4R8	C6ORF120
Q7Z4S9	SH2D6
Q7Z4T8	GALNTL5
Q7Z4T9	CFAP91
Q7Z4W1	DCXR
Q7Z4Y8	ATP5MGL
Q7Z569	BRAP
Q7Z570	ZNF804A
Q7Z589	EMSY
Q7Z591	AKNA
Q7Z5A7	TAFA5
Q7Z5B4	RIC3
Q7Z5H3	ARHGAP22
Q7Z5J1	HSD11B1L
Q7Z5J4	RAI1
Q7Z5J8	ANKAR
Q7Z5K2	WAPL
Q7Z5L0	VMO1
Q7Z5L2	R3HCC1L
Q7Z5L7	PODN
Q7Z5L9	IRF2BP2
Q7Z5M8	ABHD12B
Q7Z5N4	SDK1
Q7Z5P4	HSD17B13
Q7Z5Q1	CPEB2
Q7Z5Q5	POLN
Q7Z5R6	APBB1IP
Q7Z5S9	TMEM144
Q7Z5U6	WDR53
Q7Z5V6	SAXO4
Q7Z5W3	BCDIN3D
Q7Z5Y6	BMP8A
Q7Z5Y7	KCTD20
Q7Z602	GPR141
Q7Z614	SNX20
Q7Z624	CAMKMT
Q7Z628	NET1
Q7Z692	CEACAM19
Q7Z695	ADCK2
Q7Z698	SPRED2
Q7Z699	SPRED1
Q7Z6A9	BTLA
Q7Z6B7	SRGAP1
Q7Z6E9	RBBP6
Q7Z6G3	NECAB2
Q7Z6G8	ANKS1B
Q7Z6I5	SPATA12
Q7Z6I6	ARHGAP30
Q7Z6J0	SH3RF1
Q7Z6J2	TAMALIN
Q7Z6J4	FGD2
Q7Z6J6	FRMD5
Q7Z6J8	UBE3D
Q7Z6J9	TSEN54
Q7Z6K1	THAP5
Q7Z6K3	PTAR1
Q7Z6K4	NRARP
Q7Z6K5	ARPIN
Q7Z6L0	PRRT2
Q7Z6L1	TECPR1
Q7Z6M1	RABEPK
Q7Z6M2	FBXO33
Q7Z6M3	MILR1
Q7Z6P3	RAB44
Q7Z6V5	ADAT2
Q7Z6W7	DNAJB7
Q7Z6Z6	PNPLA5
Q7Z6Z7	HUWE1
Q7Z713	ANKRD37
Q7Z736	PLEKHH3
Q7Z739	YTHDF3
Q7Z769	SLC35E3
Q7Z7A1	CNTRL
Q7Z7A3	CTU1
Q7Z7A4	PXK
Q7Z7B0	FILIP1
Q7Z7B1	PIGW
Q7Z7C8	TAF8
Q7Z7D3	VTCN1
Q7Z7E8	UBE2Q1
Q7Z7F0	KHDC4
Q7Z7F7	MRPL55
Q7Z7G0	ABI3BP
Q7Z7G1	CLNK
Q7Z7H5	TMED4
Q7Z7J7	LHFPL4
Q7Z7J9	CAMK2N1
Q7Z7K0	CMC1
Q7Z7K2	ZNF467
Q7Z7K6	CENPV
Q7Z7L1	SLFN11
Q7Z7L7	ZER1
Q7Z7L9	ZSCAN2
Q7Z7M0	MEGF8
Q7Z7M8	B3GNT8
Q86SE5	RALYL
Q86SE8	NPM2
Q86SE9	PCGF5
Q86SF2	GALNT7
Q86SG2	ANKRD23
Q86SG6	NEK8
Q86SJ2	AMIGO2
Q86SJ6	DSG4
Q86SK9	SCD5
Q86SM8	MRGPRE
Q86SQ0	PHLDB2
Q86SQ4	ADGRG6
Q86SQ6	ADGRA1
Q86SQ7	SDCCAG8
Q86SQ9	DHDDS
Q86SR1	GALNT10
Q86SU0	ILDR1
Q86SX3	TEDC1
Q86SX6	GLRX5
Q86SZ2	TRAPPC6B
Q86T03	PIP4P1
Q86T13	CLEC14A
Q86T20	SMIM29
Q86T24	ZBTB33
Q86T29	ZNF605
Q86T65	DAAM2
Q86T82	USP37
Q86T90	KIAA1328
Q86T96	RNF180
Q86TA1	MOB3B
Q86TB3	ALPK2
Q86TB9	PATL1
Q86TC9	MYPN
Q86TD4	SRL
Q86TE4	LUZP2
Q86TG1	TMEM150A
Q86TG7	PEG10
Q86TH1	ADAMTSL2
Q86TI0	TBC1D1
Q86TI2	DPP9
Q86TI4	WDR86
Q86TJ2	TADA2B
Q86TJ5	ZNF554
Q86TL0	ATG4D
Q86TL2	STIMATE
Q86TM3	DDX53
Q86TM6	SYVN1
Q86TP1	PRUNE1
Q86TS9	MRPL52
Q86TU7	SETD3
Q86TV6	TTC7B
Q86TW2	ADCK1
Q86TX2	ACOT1
Q86TY3	ARMH4
Q86TZ1	TTC6
Q86U06	RBM23
Q86U10	ASPG
Q86U17	SERPINA11
Q86U28	ISCA2
Q86U42	PABPN1
Q86U44	METTL3
Q86U70	LDB1
Q86U86	PBRM1
Q86U90	YRDC
Q86UA1	PRPF39
Q86UA6	RPAIN
Q86UB2	BIVM
Q86UB9	TMEM135
Q86UD0	SAPCD2
